,parent_company_name,total_air_pollutants_kg
3038,FIBRE TECH INC,8.164656
3039,FIELDALE FARMS CORP,6484.551232
3040,FIELDBROOK FOODS CORP,8036.2894639999995
3041,FIL-TEC INC,6667.348808
3042,FILTRATION GROUP CORP,12.10863844
3043,FINCANTIERI MARINE GROUP LLC,20477.95968632
3044,FINCH PAPER HOLDINGS,50335.1543335665
3045,FINE CHEMICALS HOLDING CORP,1920.054936
3046,FINGER LAKES CHEMICAL INC,40.82328
3047,FINISAR CORPORATION,1953.620744
3048,FINISHING & PLATING SERVICE IN C,220.445712
3049,FINTEX LLC,4449.283928
3050,FIOCCHI MUNIZIONI SPA,0.0
3051,FIORE GOLD US INC,795.3055332
3052,FIREBIRD PRODUCTS LLC,4346.57255552
3053,FIRESTONE BUILDING PRODUCTS,654.18399016
3054,FIRST AMERICAN RESOURCES CO,1690.990976
3055,FIRST DISTRICT ASSOC,113.398
3056,FIRST LIGHT TECHNOLOGIES INC,0.1113114768
3057,FIRST SOLAR,641.1522920000001
3058,FIRSTENERGY CORP,2949461.208987043
3059,FISHER & LUDLOW,0.0
3060,FISHER TANK CO,0.0
3061,FISK ALLOY WIRE INC,4.53592
3062,FISKARS BRANDS INC,0.00907184
3063,FISKE BROTHERS REFINING CO,0.0
3064,FITCH FUEL CO INC,0.0
3065,FITZGERALD FINISHING LLC,7180.814952000001
3066,FIVE STAR COATINGS GROUP,330.668568
3067,FIVE STAR FABRICATING INC,4987.697632
3068,FIVE STAR MARINE INC,8232.241208
3069,FIVES GIDDINGS & LEWIS LLC,4080.513632
3070,FIVES STEIN,0.01360776
3071,FJ MANAGEMENT INC,66086.70786103999
3072,FJC SERVICES LLC,2630.8336
3073,FL SMIDTH INC,11.412374719999999
3074,"FLAME CONTROL COATINGS,LLC",710.3658952799999
3075,FLAME METALS PROCESSING CORP,0.0
3076,FLAT ROCK METAL INC,0.0
3077,FLEETWOOD HOMES INC,0.0
3078,FLEURCHEM INC,4.53592
3079,FLEX LTD,0.0
3080,FLEX-N-GATE CORP,64718.71802459041
3081,FLEXABAR CORP,2.26796
3082,FLEXCO CORP,15.0383664884
3083,FLEXCON CO INC,12329.76907592
3084,FLEXCON HOLDINGS TRUST,1731.814256
3085,FLEXIBLE STEEL LACING CO,0.0
3086,FLEXIBLE TECHNOLOGIES INC,0.0
3087,FLEXOGRAPHIC PRINTING PLATE CO INC,0.0
3088,FLEXOVIT USA INC,0.0
3089,FLEXTRONICS INTERNATIONAL USA,20345.189225592
3090,FLINCHBAUGH ENGINEERING INC,0.0
3091,FLINT GROUP N.A. CORP,113119.5852304
3092,FLINT GROUP NA CORP,186.05436656
3093,FLINT GROUP PACKAGING INKS NA CORP,48.080752
3094,FLINT HILLS INDUSTRIES,5.126496783999999
3095,FLIPCHIP INTERNATIONAL LLC,415.943864
3096,FLOCAST LLC,0.0
3097,FLORENCE HMP,0.2876680464
3098,FLORESTONE PRODUCTS CO INC,29333.341048
3099,FLORIDA FENCE POST CO,0.0
3100,FLORIDA MUNICIPAL POWER AGENCY,19.40920168
3101,FLORIKAN ESA LLC,10.051644079199999
3102,FLORIM USA INC,809.04029896
3103,FLOTEK,236.775024
3104,FLOW POLYMERS LLC,21.336967680000004
3105,FLOWLINE DIV EZEFLOW USA INC,9.07184
3106,FLOWSERVE CORP,64.9997336
3107,FLSMIDTH,25.854744
3108,FLUID HANDLING LLC,9.03555264
3109,FLUID MOTION LLC,20329.99344
3110,FLURY FOUNDRY CO,56.07304304
3111,FLUSHING ASPHALT LLC,0.0273062384
3112,FM CALLAHAN & SON INC,143.335072
3113,FMC CORP,24585.235246319997
3114,FMC TECHNOLOGIES INC,1.7236496
3115,FMT SHIPYARD & REPAIR LLC,203.7988856
3116,FN AMERICA LLC,2242.08484436
3117,FOAM MOLDERS INC,0.0
3118,FOAM SUPPLIES INC,0.0
3119,FOLDCRAFT CO,0.907184
3120,FOMAS INC,0.0
3121,FONTANA PAPER MILLS INC,0.0907184
3122,FONTANA WOOD PRESERVING,0.0
3123,FONTANA WOOD TREATING,0.0
3124,FOOTHILLS BREWING,0.0
3125,FORCE INDUSTRIES DIVISON,0.0
3126,FORD METER BOX CO INC,6051.9605416
3127,FORD MOTOR CO,1350036.9100292788
3128,FORDYCE CONCRETE CO INC,1030.1170935096
3129,FOREMARK PERFORMANCE CHEMICALS,1155.298824
3130,FOREMOST FARMS USA COOPERATIVE,0.0
3131,FOREMOST MANUFACTURING CO INC,84.368112
3132,FOREST CITY TECHNOLOGIES,6321.711704
3133,FOREST PRODUCTS DISTRIBUTORS INC,0.0
3134,FOREST RIVER INC,57280.051352
3135,FORGED COMPONENTS INC,0.0
3136,FORMICA CORP,5618.190512
3137,FORMOSA PLASTICS CORP USA,571019.7370103791
3138,FORMULA CORP,381.470872
3139,FORREST PAINT CO DBA FORREST TECHNICAL COATINGS,9501.845216
3140,FORT MYER CONSTRUCTION PLANT 2,156.43934488
3141,FORT RECOVERY INDUSTRIES INC,45.733413399999996
3142,FORT WAYNE METALS RESEARCH PRODUCTS CORP,258.7515790796
3143,FORT WAYNE METALS RESEARCH PRODUCTS CORP  (ARDMORE SITE),0.0
3144,FORTE PRODUCTS,7012.1467668
3145,FORTECH PRODUCTS,2.26796
3146,FORTERRA INC,54218.623599722174
3147,FORTIGEN RESOURCES LLC,23650.28688
3148,FORTIVE CORP,4.5278460624
3149,FORTUNE BRANDS HOME & SECURITY,264561.28612209583
3150,FORTUNE BRANDS HOME & SECURITY INC,222293.68663127997
3151,FORUM ENERGY TECHNOLOGIES,20.914013098048002
3152,FOSTER FARMS,57127.64444
3153,FOUR COLORS (DIVISION OF FIBRO CHEM LLC),0.0
3154,FOURINOX INC,2.721552
3155,FOX GROUP INC DBA BRUCE FOX INC,4.53592
3156,FOX VALLEY METAL-TECH INC,1.814368
3157,FPM LLC,371.94544
3158,FRAEN CORP,1613.4267439999999
3159,FRAMATOME NP,621.42104
3160,FRANK DOOR CO,0.0
3161,FRANKE CONSUMER PRODUCTS INC.,0.9117199199999999
3162,FRANKE PLATING WORKS,0.0
3163,FRANKE USA HOLDING CO,9.07184
3164,FRANKLIN BRONZE PRECISION COMPONENTS,113.93777448
3165,FRANKLIN INTERNATIONAL,3350.2305119999996
3166,FRANKLIN INVESTMENT CORP,6934.514496
3167,FRANKLIN-BAY LLC,39252.037312
3168,FRANTZ MANUFACTURING CO WHEEL & BEARING DIV,0.0
3169,FRAZIER INDUSTRIAL CO,65210.65388
3170,FRED M SCHILDWACHTER & SONS INC,6.350288
3171,FRED NETTERVILLE LUMBER CO,6.855589488000001
3172,FRED WEBER INC,2.722912776
3173,FREE STATE LUMBER CO INC,0.0
3174,FREEMAN MANUFACTURING & SUPPLY CO,0.0
3175,FREEPORT-MCMORAN INC,2016475.62314234
3176,FREIBORNE INDUSTRIES INC,0.0
3177,FREIGHTCAR AMERICA INC.,113.398
3178,FRESENIUS MEDICAL CARE HOLDINGS INC,0.0
3179,FRESH MARK INC,9071.84
3180,FRESHWATER FARMS PRODUCTS LLC,0.0
3181,FRESNO VALVES & CASTINGS INC,163.74217608
3182,FREUDENBERG N.A. LP,0.4082328
3183,FREUDENBERG NONWOVENS LP,0.0
3184,FREUDENBERG-NOK,30884.58486472
3185,FREUDENBERG-NOK GENERAL PTNR,11706.17533024
3186,FRIESLAND CAMPINA,19480.869216
3187,FRIGID FLUID CO,680.388
3188,FRIT CAR INC,700.346048
3189,FRIT INDUSTRIES INC,959.93221368
3190,FRITZ ENTERPRISES INC,453.592
3191,FRITZ WINTER,64.9090152
3192,FROG SWITCH & MANUFACTURING CO,2128.52128328
3193,FRONT RANGE ENERGY LLC,6028.786526319999
3194,FRONTIER HOT DIP GALVANIZING INC,10.4099364
3195,FRONTIER LOGISTICAL SERVICES LLC,186.7775736448
3196,FRONTIER LOGISTICAL SERVICES LLC.,2398.18853116
3197,FRONTIER PLASTIC FABRICATORS,1525.43896784
3198,FSTI INC,14.1520704
3199,FU SHENG INDUSTRIAL LTD,0.0
3200,FUCHS LUBRICANTS CO,1377.5589039999998
3201,FUEL PROCESSING OPEARTORS EL MIRAGE TRANSMIX  FACILITY,257.06873008
3202,FUELCELL ENERGY,85.0485
3203,FUJI SPECIALTIES INC,4.53592
3204,FUJIFILM ELECTRONIC MATERIALS USA INC.,44.4973752
3205,FUJIFILM HOLDINGS AMERICA CORP,10427.049609694399
3206,FUJIFILM WAKO CHEMICALS USA CORP,14288.148
3207,FUJITSU NETWORK COMMUNICATIONS INC,0.0
3208,FUKAI TOYOTETSU INDIANA CORP,0.0
3209,FULFLEX A GARFLEX INC CO,0.001459659056
3210,FULL VISION INC,2.721552
3211,FULLER INDUSTRIES LLC,272.608792
3212,FURAN TECHNOLOGY GROUP INC,2.26796
3213,FURST MCNESS CO,25.854744
3214,FUSION CERAMICS INC,0.907184
3215,FUSION EMS AKA QUALITY PRODUCTION LTD.,0.40369688
3216,FUSION INC ALLOY DIV PLANT TWO,6.4863656
3217,FUTABA INDIANA AMERICA,113.398
3218,FUTABA N.A. ENGINEERING & MARKETING CO,462.66384
3219,FUTAMURA USA INC,561716.539408
3220,FUTURE FINISHES INC,0.5443104
3221,FUTURE FOAM INC,733.74402696
3222,FUTURE PIPE INDUSTRIES,20167.607504
3223,FUTUREFUEL CORP,172735.5461032021
3224,FUYAO GLASS AMERICA INC (0857105003),3114.816264
3225,FUYAO GLASS ILLINOIS INC,80527.910956008
3226,FW WINTER INC & CO,0.0
3227,FWD SEAGRAVE HOLDINGS LP,4.53592
3228,FXI HOLDINGS INC,120.59196912
3229,FXI INC,321.07963312
3230,FXI INC.,2093.8804622400007
3231,G & B FIBERGLASS PRODUCTS CO INC,1316.20151416
3232,G & M DIE CASTING CO INC,0.0
3233,G & M MANUFACTURING CORP,4000.68144
3234,G HOLDINGS INC,7258.557445656
3235,G&G FIBERGLASS,1127.629712
3236,G&W ELECTRIC CO,231.39111375599998
3237,G2X ENERGY,3617.849792
3238,GABRIEL PERFORMANCE PRODUCTS,2209.0837584
3239,GABRIEL PERFORMANCE PRODUCTS LLC,1315.4168000000002
3240,GAC CHEMICAL CORP,2487.31255528
3241,GAGE PRODUCTS CO,6361.401003999999
3242,GALA INDUSTRIES INC,0.0
3243,GALATA CHEMICALS LLC - GALATA TAFT FACILITY,6406.533407999999
3244,GALAXY CIRCUITS,0.0
3245,GALLADE CHEMICAL INC,1.814368
3246,GALLAGHER CORP,0.0
3247,GALLO CATTLE CO,0.0
3248,GALLO GLASS CO,32.527082320000005
3249,GALLOWAY CO,0.0
3250,GALVAN INDUSTRIES,1110.19972272464
3251,GALVCO MARYLAND LLC,0.0
3252,GAMBER-JOHNSON LLC,0.0
3253,GANNON & SCOTT,13.022626319999997
3254,GAP ROOFING INC,3.00277904
3255,GARDNER DENVER INC,361.179320482
3256,GARDNER GLASS PRODUCTS INC,1783.6948842616
3257,GARDNER INDUSTRIES INC,694.9029439999999
3258,GARLAND CO INC,196.6774912
3259,GARLOCK PRINTING & CONVERTING,0.0
3260,GARMIN INTERNATIONAL INC,0.039916096
3261,GARNETT WOOD PRODUCTS INC,928.956416
3262,GARRATT-CALLAHAN CO,0.0
3263,GARTLAND FOUNDRY CO INC,194.56688226480003
3264,GASCOIGNE CO,395.07863199999997
3265,GASFLO PRODUCTS,0.0
3266,GASTON COUNTY DYEING MACHINE CO,0.000680388
3267,GATE PRECAST CO,0.0
3268,GATES CORP,1262.1853656905596
3269,GATESAIR,0.136531192
3270,GATEWAY EXTRUSIONS LTD,0.0
3271,GATTO INDUSTRIAL PLATERS INC,301.97433808
3272,GAVILON FERTILIZER LLC,6330.9649808
3273,GAYLORD CHEMICAL CO LLC,0.0
3274,GB MANUFACTURING INC CALIF ACRYLIC IND INC (DBA CAL SPAS),7692.997430639999
3275,GC AMERICA INC,207.26886439999998
3276,GCC OF AMERICA,100463.98160913817
3277,GCP APPLIED TECHNOLOGIES INC,10.30561024
3278,GE MATHIS CO,6.80388
3279,GEHL FOODS,0.0
3280,GEHRING-MONTGOMERY INC,4.53592
3281,GEIGER & PETERS INC,71.26383912
3282,GELEST HOLDINGS LLC,911.71992
3283,GELITA,72.57472
3284,GELITA USA INC,2.26796
3285,GEM GRAVURE CO INC,8.164656
3286,GEMINI GROUP INC,4186.65416
3287,GEMINI HDPE LLC,61295.701327999996
3288,GEMINI INC,17.26371152
3289,GEMINI INDUSTRIES INC,4324.092536
3290,GENERAC HOLDINGS INC,211.06089352
3291,GENERAL ATOMICS EMS TUPELO DIV,0.0
3292,GENERAL BIODIESEL INC,5286.61476
3293,GENERAL CABLE CORP,24231.665725424005
3294,GENERAL CARBIDE CORP,0.0
3295,GENERAL COATINGS MANUFACTURING CORP,7.5749864
3296,GENERAL DYNAMICS CORP,99104.89922895198
3297,GENERAL ELECTRIC CO (GE CO),44103.00144996801
3298,GENERAL ENGINES CO INC,21.183154632799997
3299,GENERAL FINANCE INC,0.0
3300,GENERAL METALS POWDER CO,23.466128528000002
3301,GENERAL MILLS INC,10623.7596688
3302,GENERAL MILLS OPERATIONS INC,7163.578456
3303,GENERAL MONITORS,0.0
3304,GENERAL MONITORS INC,0.0
3305,GENERAL MOTORS LLC,1380890.2067664769
3306,GENERAL PLASTICS MANUFACTURING CO,1417.475
3307,GENERAL PLUG & MANUFACTURING CO,0.0
3308,GENERAL SHALE BRICK INC,18546.016104
3309,GENERAL TECHNOLOGIES INC,0.0
3310,GENERAL TECHNOLOGY INC,0.0
3311,GENERAL TIMBER INC,0.0
3312,GENERANT CO INC,0.0
3313,GENERATION HOLDINGS LP,7452.879804547537
3314,GENERIS BUYER INC,3948.064768
3315,GENESIS ENERGY LP,71.68567967999999
3316,GENEVA PIPE CO INC,0.0
3317,GENISYS CONTROLS LLC,0.0453592
3318,GENLABS,0.0
3319,GENON ENERGY HOLDINGS INC.,24703.391426399998
3320,GENON HOLDINGS INC,107381.41998244115
3321,GENON HOLDINGS INC.,50463.48455880117
3322,GENTEX CORP,4470.415146348801
3323,GEO SPECIALTY CHEMICALS INC,11578.803702932799
3324,GEODIS GLOBAL SOLUTIONS USA INC,0.0
3325,GEON PERFORMANCE SOLUTIONS LLC,4.53592
3326,GEORG FISCHER,897.7901096799999
3327,GEORGE S COYNE CHEMICAL CO INC,5.443104
3328,GEORGE'S INC,7225.266968
3329,GEORGIA BIOMASS LLC,11943.63981408
3330,GEORGIAN AMERICAN ALLOYS INC,48389.98454281251
3331,GEOTEK,45777.5025424
3332,GERBER PRODUCTS CO,0.0
3333,GERBER'S POULTRY INC,0.0
3334,GERDAU GROUP,9186.609641070614
3335,GERDAU MACSTEEL INC,13004.539356372577
3336,GERDAU USA INC,26104.477935158946
3337,GEREMARIE CORP,26.4897728
3338,GESTAMP N.A.,340.194
3339,GETZEN CO INC,2584.160343976
3340,GEVO,2303.3401759999997
3341,GF ASSETS HOLDINGS CORP,2.26796
3342,GF LINAMAR,5854.965536
3343,GFS CHEMICALS INC,4460.170136000001
3344,GG GREENE ENTERPRISES INC,0.0
3345,GIANT CEMENT HOLDING INC,16046.736008190903
3346,GIBRALTAR CHEMICAL WORKS INC,1209.729864
3347,GIBRALTAR INDUSTRIES INC,1471.8833604
3348,GIBSON PRODUCTS LP,0.0
3349,GICC HOLDINGS INC,178.261656
3350,GIESE MANUFACTURING,2.525600256
3351,GIFFIN INC,0.0
3352,GILBERTON POWER CO,48488.84529587531
3353,GILLESPIE COATINGS INC,2951.5231440000002
3354,GILLIG,4750.922608
3355,GILMER INDUSTRIES INC,0.0
3356,GIRARD INDUSTRIES LTD,0.0
3357,GIVAUDAN US INC,2072.29855488
3358,GJ NIKOLAS & CO INC,340.194
3359,GKN AEROSPACE NA INC,3654.0237540000003
3360,GKN AMERICA CORP,0.0
3361,GKN DRIVELINE LLC,0.0
3362,GKN N.A. INC,343.018063792
3363,GKN NA INC,4263.311208
3364,GKN PM N.A.,3711.6435457599996
3365,GKN SINTER METALS - AIRPORT ROAD,0.0
3366,GKN SINTER METALS - ST MARYS,0.0
3367,GKN SINTER METALS LLC,1.360776
3368,GKN SINTER METALS LLC DUBOIS,0.0
3369,GLACIAL LAKES ENERGY LLC,42389.079584
3370,GLADIEUX METALS LLC (FKA GLADIEUX CHEMICALS),0.0
3371,GLADIEUX TRADING & MARKETING,538.8672959999999
3372,GLANBIA FOODS INC,0.0
3373,GLASS COATINGS & CONCEPTS,1725.4639679999998
3374,GLASS UNLIMITED,0.00040823279999999997
3375,GLASTENDER INC,0.0
3376,GLAXOSMITHKLINE LLC,278.505488
3377,GLEASON CORP,139.252744
3378,GLECO PLATING INC,0.63956472
3379,GLEN-GERY CORP,8515.972075839998
3380,GLEN-GERY CORP BIGLER PLANT,0.0
3381,GLEN-GERY CORP MARSEILLES PLANT,7.166753600000001
3382,GLEN-GERY CORP MID ATLA NTIC PLANT,1292.7372
3383,GLENAIR LATHE SHOP,0.0
3384,GLENN HUNTER & ASSOCIATES,226.796
3385,GLINES & RHODES INC,12.3830616
3386,GLOBAL ADVANCED METALS USA,76815.6464428
3387,GLOBAL ALTERNATIVE FUELS LLC,2705.7216392
3388,GLOBAL COMMUNICATION SEMICONDUCTORS LLC,115.66596
3389,GLOBAL COMPOSITES INC,120099.781883904
3390,GLOBAL MATERIAL TECHNOLOGIES INC,0.0
3391,GLOBAL MEDICAL ISOTOPE SYSTEMS LLC,0.0
3392,GLOBAL PARTNERS LP,8274.683811440002
3393,GLOBAL POLYMER INDUSTRIES INC,453.592
3394,GLOBAL TEXTILE SERVICES,631.4000639999999
3395,GLOBAL TUBING LLC,40.941213919999996
3396,GLOBAL TUNGSTEN & POWDERS CORP,59683.0910496
3397,GLOBALFOUNDRIES US INC,44589.90796800001
3398,GLOBE ENGINEERING CO INC,8034.475096
3399,GLOBE IRON FOUNDRY,0.2039803224
3400,GLOBE SPECIALTY METALS INC,465544.03136496316
3401,GLOCK INC,0.0
3402,GMI COS INC,0.0
3403,GMR TECHNOLOGY INC,752.055536
3404,GNW ALUMINUM INC,1.1340967092216
3405,GO CARLSON INC,128.13974
3406,GOJO INDUSTRIES INC,0.06350288000000001
3407,GOLD EAGLE CO,680.388
3408,GOLDEN ALUMINUM,2955.605478168851
3409,GOLDEN ARTIST COLORS INC,0.002721552
3410,GOLDEN GRAIN ENERGY LLC,6682.086012080001
3411,GOLDEN QUEEN MINING CO LLC,1.2609857599999998
3412,GOLDEN TRIANGLE ENERGY LLC,7336.1248528
3413,GOLDEN VALLEY ELECTRIC ASSOC,1274.0905489769777
3414,GOLDENS' FOUNDRY & MACHINE CO,115.35298151999999
3415,GOLDIS ENTERPRISES INC,0.8364236479999999
3416,GOLDSCHMIDT-THERMIT GROUP,115.66596
3417,GOODHART SONS INC,113.398
3418,GOODMAN GLOBAL GROUP INC,2.26796
3419,GOODMAN MANUFACTURING CO LP,2497.02396
3420,GOODRICH CORP,0.0
3421,GOODWIN CO,18.14368
3422,GOPHER RESOURCE LLC,468.69190409034155
3423,GORILLA CIRCUITS,0.0
3424,GORMAN-RUPP CO,8.05579392
3425,GOSSNER FOODS INC,0.0
3426,GOTEC PLUS SUN LLC,8319.330871999999
3427,GOULSTON TECHNOLOGIES,0.0
3428,GOWAN MILLING LLC,0.0
3429,GPI CORP,3061.746
3430,GPI MIDWEST LLC,0.0
3431,GRACE COMPOSITES LLC,12814.427592
3432,GRACO INC,7.0500897376000005
3433,GRADY WHITE BOATS INC,72308.91508800001
3434,GRAF CREAMERY INC,0.3628736
3435,GRAFTECH INTERNATIONAL LTD,7206.88288424
3436,GRAHAM CORP,36.985438088
3437,GRAHAM HOLDINGS CO,210.29432304
3438,GRAIN CRAFT INC,0.0
3439,GRAMERCY HOLDINGS I LLC,99.76302448
3440,GRAND HAVEN BOARD OF LIGHT & POWER,27231.137312946725
3441,GRAND RAPIDS FOAM - SOUTH TEXAS INC,0.0
3442,GRAND RAPIDS FOAM TECHNOLOGIES,0.14061352
3443,GRAND RIVER DAM AUTHORITY COAL FIRED COMPLEX,9.071840000000002
3444,GRANDE CHEESE CO,0.0
3445,GRANDOR CORP,8307.991071999999
3446,GRANDVIEW PRODUCTS CO INC,23109.151624
3447,GRANGES AMERICAS INC,349.9796444401544
3448,GRANITE CITY PICKLING & WAREHOUSING INC,344.72992
3449,GRANITE CONSTRUCTION INC,13459.662212
3450,GRANITE FALLS ENERGY LLC,9030.19571848
3451,GRANITIZE PRODUCTS INC,0.0
3452,GRAPHIC ARTS RUBBER LLC,0.0
3453,GRAPHIC PACKAGING HOLDING CO,3674280.564196395
3454,GRAPHIC PACKAGING INTERNATIONAL INC.,7439.48486184
3455,GRAPHITE MACHINING INC,41.79396688
3456,GRAPHITE METALLIZING HOLDINGS INC,923.12322288
3457,GRASSLAND DAIRY PRODUCTS INC,8.05579392
3458,GRAYHILL INC,0.0
3459,GRAYMONT LTD,167699.85328928754
3460,GRAYSON LUMBER CORP,7.87435712
3461,GREAT DANE LP,9841.585624
3462,GREAT LAKES CASTINGS LLC,1011.963752
3463,GREAT LAKES CHEESE CO INC,0.0
3464,GREAT LAKES METAL FINISHING INC,135.170416
3465,GREAT LAKES POLYMER TECHNOLOGIES LLC,0.0
3466,GREAT PLAINS MANUFACTURING INC,5.765154320000001
3467,GREAT RIVER ENERGY,77123.12903552364
3468,GREAT SOUTH TIMBER & LUMBER LLC,0.0
3469,GREAT SOUTHERN ENTERPRISES,0.0
3470,GREAT SOUTHERN WOOD PRESERVING INC,0.0
3471,GREAT WESTERN MANUFACTURING CO INC,0.7257472
3472,GREATBATCH LTD,15579.070832
3473,GREDE HOLDINGS LLC,1779.842391328
3474,GREEN BAY PACKAGING INC,392142.177458024
3475,GREEN COUNTRY MARBLE,6088.111824
3476,GREEN PLAINS RENEWABLE ENERGY INC,136789.28584799997
3477,GREEN POWER SOLUTIONS OF GEORGIA,45763.09196483897
3478,GREEN TOKAI CO LTD,0.0
3479,GREENBRIER COS,20971.150267920002
3480,GREENCHEM INDUSTRIES LLC,0.0
3481,GREENFIELD GLOBAL USA INC,1348.0300648
3482,GREENFIELD INDUSTRIES INC,0.0
3483,GREENFIELD MANUFACTURING INC,9.07184
3484,GREENHECK FAN CORP,20.642971919999997
3485,GREENVILLE COLORANTS LLC,0.0
3486,GREENVILLE TECHNOLOGY INC ANDERSON,404.604064
3487,GREENWOOD FABRICATING & PLATING,0.0
3488,GREER INDUSTRIES INC,1.360776
3489,GREER INDUSTRIES INC DBA GREER LIME CO,29350.208773704002
3490,GREGORY INDUSTRIES,3459.999776
3491,GREIF INC,217098.79334367625
3492,GREINER INDUSTRIES INC,0.0
3493,GRESHAM PETROLEUM CO,1456.3795858400003
3494,GREYSTONE INC,227.21784055999998
3495,GREYSTONE OF LINCOLN,0.0
3496,GRI TOWERS TEXAS,50618.59924
3497,GRIEF INC.,4.5359200000000004e-05
3498,GRIFFON CORP,10169.569879903202
3499,GRIFOLS BIOLOGICALS,282.54245679999997
3500,GRIFOLS THERAPEUTICS LLC,1368.033472
3501,GRISWOLD INDUSTRIES,0.1396156176
3502,GRISWOLD INDUSTRIES DBA SOUNDCAST,2.27249592
3503,GROSCHOPP INC,15.898399600000003
3504,GROTE CO,231.33192
3505,GROTE INDUSTRIES INC,0.0
3506,GROUP DEKKO,0.0
3507,GROVE PLATING CO INC,122.46984
3508,GROW MORE INC,0.0
3509,GROWERS ICE CO,0.0
3510,GROWMARK INC,0.0
3511,GRT RUBBER TECHNOLOGIES LLC,58.19585359999999
3512,GRUPO ANTOLIN KENTUCKY,0.0
3513,GRUPO ANTOLIN N.A. INC,549.753504
3514,GRUPO ANTOLIN NA INC,6.45461416
3515,GRUPO GLORIA HOLDING CO,0.0
3516,GS POLYMERS INC,0.453592
3517,GSM INDUSTRIAL,0.0
3518,GSP MERRIMACK LLC,22290.03704672
3519,GSP NEWINGTON LLC,3.33843712
3520,GSP SCHILLER LLC,4623.463256
3521,GT TECHNOLOGIES INC,10.886208
3522,GT TECHNOLOGIES OF TENNESSEE INC,0.0
3523,GTC TECHNOLOGY US LLC,0.0
3524,GUAM POWER AUTHORITY,90585.14439686398
3525,GUARANTEED FINISHING UNLIMITED INC,214.549016
3526,GUARDIAN ENERGY LLC,11395.08832888
3527,GUARDIAN ENERGY MANAGEMENT LLC,13892.502378000001
3528,GUARDIAN INDUSTRIES CORP,8233.826194525598
3529,GUARDIAN LIMA LLC,9865.18601576
3530,GULBRANDSEN,8.09208128
3531,GULBRANDSEN CHEMICALS INC,9.979023999999999
3532,GULF COAST COS INC,1784.8845199999998
3533,GULF COAST PAINT MANUFACTURING,294.8348
3534,GULF ISLAND FABRICATION INC,3751.20584
3535,GULF MARINE REPAIR CORP,53280.154626159994
3536,GULF OIL LP,25145.086161832005
3537,GULF STREAM COACH,0.0
3538,GULFCO FORGE CO,0.0
3539,GUNNEBO-JOHNSON CORP,1823.43984
3540,GUTTMAN REALTY CO (DBA BULK TERMINAL STORAGE),120.20188
3541,GVS NA,3979.816208
3542,GVW HOLDINGS LLC,0.0
3543,GW LISK CO INC,135.37543958400002
3544,H & G MARINE SERVICE INC,0.0
3545,H & M PLATING CO,26.6258504
3546,H & R SCREW MACHINE PRODUCTS INC,0.0
3547,H C CHANDLER & SON INC,6626.071936
3548,H KRAMER & CO,355.616128
3549,H M STAUFFER & SONS INC,0.0
3550,H W CULP LUMBER CO,9.579863040000001
3551,H WILSON MANUFACTURING CO INC,4.53592
3552,H&H SWISS SCREW MACHINE PRODUCTS CO,0.0
3553,H&L TOOTH,0.0
3554,H&T GLOBAL CIRCUITS LLC DBA ELREHA PRINTED CIRCUITS,0.0
3555,H-J ENTERPRISES INC,247.661232
3556,HA INTERNATIONAL LLC,48821.014144
3557,HAARTZ CORP,286.670144
3558,HAAS CABINET CO INC,4847.084112
3559,HAAS DOOR CO,2.26796
3560,HABASIT AG,2185.4062559999998
3561,HACH CO LOVELAND,0.751301212504
3562,HADRONICS INC,0.0
3563,HAGER COS,0.001473720408
3564,HAIER US APPLIANCE SOLUTIONS INC,2130.2041096
3565,HAIN PURE PROTEIN,0.0
3566,HALCO LUBRICANTS,0.0
3567,HALDOR TOPSOE/ AS,2973.78090344
3568,HALE CHROME SERVICE INC,0.0
3569,HALLIBURTON ENERGY SERVICES INC,22596.50648151999
3570,HALLMAN LINDSAY PAINT,612.3492
3571,HALLMARK CARDS INC,0.0
3572,HALLMARK REFINING CORP,0.0
3573,HALLSTAR CO,2436.242632
3574,HALQUIST STONE CO INC,5.443104
3575,HAMAKUA ENERGY PARTNERS LP,2003.969456
3576,HAMBURG FINISHING WORKS,0.0
3577,HAMILTON BRASS & ALUMINUM CASTINGS CO,5.592335768
3578,HAMILTON READY MIX,275.783936
3579,HAMILTON SAFE INC,110.676448
3580,HAMMER PACKAGING CORP,5897.603184
3581,HAMMOND GROUP INC,140.557274592
3582,HAMON DELTAK INC,12.246984
3583,HAMPFORD RESEARCH INC,8231.787616
3584,HANDY & HARMAN LTD,10.24210736
3585,HANESBRANDS INC,0.001397516952
3586,HANGER BOLT & STUD CO,0.0
3587,HANGSTERFER'S LABORATORIES INC,0.0
3588,HANKINS INC,6.6505659040000005
3589,HANKINS LUMBER CO INC,15.526907752000001
3590,HANNA STEEL CORP,5024.892176
3591,HANOVER FOODS CORP,8894.93912
3592,HAPCO INC.,0.0
3593,HAR-CONN CHROME CO,251.22964026399998
3594,HARBISON-FISCHER MFG,0.907184
3595,HARBISONWALKER INTERNATIONAL INC,4429.72504096
3596,HARBISONWALKER INTERNATIONAL INC.,31.297848
3597,HARBOR ELECTRONICS INC,0.0
3598,HARCROS CHEMICALS INC,14868.64143384
3599,HARD CHROME INC,219.99212
3600,HARD CHROME SPECIALISTS INC/YORK,0.0
